Issue title,HM5_ISSUE_DESC
FUEL PUMP ASSY,Intank fuel pump issues - 1) Low fuel drivability/stalling during gradual / sudden braking. 2) To reduce the fuel dead volume in fuel tank (as per the spec from R&D - Dead volume @1G - 1.4L). - Pls refer to base model AACY ( Passion+)
"93500-05020-0F SHOULD BE COMMON WITH ADJR , FITTED IN SWITCH CASE RH - 2 NOS","93500-05020-0F should be common with ADJR , fitted in switch case RH - 2 nos"
WINDSCREEN PLAY OBSERVED IN PRE INSPECTION,In ADJR_PP1 Road simulator vehicle Windscreen play observed in pre inspection
BELOW ISSUE OBSERVED IN ACRG_4011 MASTER VEHICLE DURING DR TEST.,"Below issue observed in ACRG_4011 master vehicle during DR test .  Issue observed with new calibration Cal 05 ( cal id- B62ACRGHH00R04P1)  1.The lag in the throttle response has improved in both Eco & urban mode when compared to the previous CAL file, however further improvement is required.   2.In Drag mode there is a  sudden drop and increase in the vehicle speed even with minor inputs given to the throttle, not able to maintain the constant  throttle and speed.  3. The throttle dead zone is very high in all 3 Modes.  4. Drop in max speeds observed in all riding modes"
CHAR OF AVERAGE FUEL CONSUMPTION AND RTMI IN THE SPEEDOMETER ARE NOT AS PER ARTWORK,"The letter ""K"" in the unit of Average fuel consumption and RTMi are in caps and is not as per ""Artwork shared by the EE team. We recommend to have this letter ""K"" in caps and update the artwork accordingly."
DASHBOARD ILLUMINATION TEST.,1. Tell tales visibility is not satisfactory in Day and Night both. Light distribution is low and not uniform throughout the tell tale.  2. In night - Overall screen visibility(LIGHT INTENSITY) is observed high cause discomfort to user.
C THROUGH GAP VISIBLE,C THROUGH GAP VISIBLE
"AFTER BURNING OBSERVED IN 1ST, 2ND AND 3RD GEAR (OBSERVABLE AT CONSTANT THROTTLE CONDITION).","After burning observed in 1st, 2nd and 3rd gear (observable at constant throttle condition).  Issue observed in ACRG_4011 master vehicle during Drivability test.  Remark- VV recommended severity is B., Issue already discussed with aniket limje."
TOOLBOX COVER NOISE OBSERVED DURING UP AND DOWN OPERATION,Toolbox cover noise observed during up and down operation in ADJR_PP1 Fleet testing  vehicle @0 km.  Note : Sharp edge observed at toolbox cover lock.  Vehicle details- UID - ADJR4006 (Glamour with ETB) ODO - 0 km  Vehicle receiving date : 05.03.2025
O2 SENSOR WIRE MAKING EXCESS LOOPS,O2 sensor wire making loop due to the length excess
ABS COUPLER WIRE COLOUR NOT AS PER DESIGN,"ABS coupler wire colour not as per design  As per design it should be - O/B,G/B Actual on harness - O/R,G"
LH SIDE HANDLE MOVEMENT HARD DUE TO CLUTCH WIRE RESTRICTING,LH Side Handle Movement Hard due to clutch wire restricting
BCM MOUNTING STAY HARDWARE FOULING TO FRAME.,Bolt fouling with frame
FUEL PUMP PRIMING NOISE OBSERVED.,"Fuel pump priming noise observed more as compared with base model in ADHL vehicles.  Please refer the attached video.  Vehicle details- Test: ODT testing  UID: ADHL4006,4004,4005 Vehicle Odo: 7500 KM  Note 1: Similar observation raised in M1 PTS  Note 2: The observation shown to Ganesh Dipak Gaikwad (NVH-Department)."
CONSTANT SPEED HESITATION OBSERVED,"Constant speed hesitation observed at 1st, 2nd, 3rd & 4th gears at low and high speeds. Needs improvement."
GAP BETWEEN END STRG HANDLE AND HANDLEBAR GRIP,"Gap observed between End Strg handle and handlebar grip is more than spec is 5.0mm,which spec is 2.5+-1 mm"
NEW ENGINE NUMBER CREATION FOR ABVG MODEL,"Engine VIN codes are different between ABVG Vs ABVB models. However, the engine numbers are same (0005Z-ABV-1000) for both models"
FALSE FUEL LEVEL READING OBSERVED AFTER IGNITION ON,False fuel level reading observed after ignition ON; the indication shows empty despite the tank being full in ADJS vehicle.  Please refer the attached video.  Vehicle details- Test: IDT testing  UID: ADJS4032 Vehicle Odo: 500 KM   Note 1: The observation shown to Mr. Sujit Sahoo (EE-Department).
FUEL LID CABLE(KEY SET SIDE),Fuel cable lid insertion issue
PASSING SWITCH PUSH LOAD IS MORE THAN SPECIFICATION,Passing switch push load is more than specification = 0.7 ± 0.2 Kgf Observed = 1.2 Kgf
SIDE STAND KILL SWITCH NOT WORKING,"SIDE STAND CUTOFF NOT WORKING IN ABHL M1 E-20, OBD -2.1, OUTDOOR TESTING VEHICLE, PROBLEM WAS PRESENT FROM INITIAL @ 0KM"
SPEEDOMETER  VISSIBILITY,Visually - The visibility is satisfactory. Functionally - Not working.
COWL REAR LH SUB ASSY DAMAGED OBSERVED,Cowl rear Lh sub assy damaged observed in three samples below is the detail 1) sample 1 damaged in 11 hrs  2) Sample 2  damaged in 27 hrs  3) Sample 3 damaged in 46 hrs of durability against target of 60 hrs
INNER PANEL STAY FOULING WITH SOCKET DURING BOTTOM BRIDGE BOLT TIGHTENING,Inner panel stay fouling with socket during bottom bridge bolt tightening
ENGINE NOT STARTING AFTER SELF START OR KICK APPLICATION,Engine not starting after self or kick application in ADYC_PP1 fleet testing vehicle.  Observation  vehicle stalled  multiple times during running before complete break down  Vehicle Details- UID:-  ADYC_4001(OBD 2 Phase B) Km:- 6828 km   ETPL clutch fitted on vehicle at 2884 km  VEHICLE ON HOLD
CRACK OBSERVED IN WIND SCREEN LUG,Lug LH of wind screen is broken after 63 hour of highspeed vibration test. target of test is 120 hours.
BREATHER TUBE ASSY IDENTIFICATION ISSSUE,to be commonised for existing models with OBD2.1 engine
AFTER CONNECTING VEHICLE WITH VCI TOOL OBD STATUS SHOWING OBD1 INSTEAD OF OBD 2,After connecting vehicle with VCI tool OBD status showing OBD1 instead of OBD 2
FUEL PUMP PRIMING TIME OBSERVED LONGER THAN ADJP.,Fuel pump priming time observed longer than Base (ADJP) in ADJS_M1 Fleet testing  vehicle @ 0 km.  Fuel pump priming time observation: ADJP : 3 seconds (approx) ADJS : 7 seconds (approx)  Vehicle details- UID - ADJS2009 (Xtreme 125R with ETB) ODO - 0 km  Vehicle receiving date : 05.03.2025  Please refer the attached Video
FUEL PUMP FLS BENCH LEVEL PERFORMACE,"We have observed a discrepancy in the fuel pump FLS (Fuel Level Sensor) performance. The specified height and resistance are 9.1 mm and 72 ohms, respectively. However, during bench-level testing, we are seeing a resistance of 83 ohms at the specified height of 9.1 mm."
DISTORTED IMAGES ARE OBSERVED IN BOTH THE MIRRORS,Distorted view is observed in both the mirrors.
SECONDARY O2 SENSOR WIRES VISIBLE - AESTHETICALLY NG,O2 Sensor (2.2 ) Harness wires visible out of sleeve near coupler end.
ECU/BCM WIRING HARNESS,BCM/ECU wiring Harness coupler fouling with Engine Cylinder head cover
STATIC GAP CHECK BETWEEN COWL L SIDE AND GRIP REAR L,"Gap observed between Cowl L side and grip rear L is more than spec 7.2mm,which spec is 4+-1mm"
VEHICLE IS GETTING STALLED DURING BRAKING.,"Vehicle is getting stalled during braking. Issue observed in ACRG_4011 master vehicle during Drivability test.  Issue also observed in ACRG_4009 performance and ACRG_4012 fleet vehicle.  Remark- VV recommended severity is A., Issue already discussed with aniket limje."
MODE & SET S/W NOT WORKING.,"Due to change in resistance values, unable to provide proper value to the Instrument cluster for MODE & SET operation"
BATTERY GETTING DRAIN IN TOP VARIANT,Battery getting drain in top variant
MIRROR ADJUSTMENT OF BOTH THE OE MIRRORS ARE NOT SATISFACTORY,Mirror adjustment of both the mirror towards the rider side and towards down side are not satisfactory. Recommend to modify the stem of the mirror in such a way so that the ball (of the ball and socket joint) be at the centre of the mirror's socket after correct adjustment by the rider.
GEAR PEDAL SET CONDITION,"Gear pedal set condition is observed more than spec is 55.0mm ,which spec is 33+=5 mm"
EXTRA GUIDE AVAILABLE ON RIGHT CRANKCASE,"Extra Guide available on right Crankcase cover for OPS wire (Routing is modified, no longer required)"
STATIC BANK ANGLE MEASUREMENT,"Ist Condition  (Vehicle with Front Cushion 65% and Rear Cushion 75% compressed)  Measure Value is (LH side First touch point is main stand foot is 32.7 degree,which spec is >35 2nd Condition Full Bump Condition (Vehicle with springs removed on FR & RR Cushion. Measure Value is (LH side First touch point is main stand foot is 25.2 degree and RH side first touch point Main stand spring mounting brkt is 27.6 degree ,which spec is >30"
SECONDARY O2 SENSOR SUPPLY NOT AS PER DESIRED ASSEMBLY.,"Oxygen Sensor Heated with clip sub-assembled condition not available, assembled on line."
FRONT STL STOP TAIL LIGHT COUPLER FITMENT HARD,Front STL Stop tail light coupler fitment hard
FRONT COWL LH SIDE  HEADLIGHT MOUNTING LUG OBSERVED BROKEN,Front cowl LH side  headlight mounting lug observed broken in ADYC_PP1 fleet vehicle  Vehicle Details:- UID - ADYC4001 Vehicle Km - 10000 KM   Sample Part - Front cowl
THROTTLE NOT RESPONDING,Throttle not responding
STATIC GAP CHECK BETWEENTANK COVER L SIDE AND COVER L SIDE,"Gap observed betweenTank cover L side and cover L side is more than spec is 1.8 mm ,which spec is MAX 1mm"
WIRES AND COUPLERS FITMENT ISSUE,1. WIRES AND COUPLES ARE VISIBLE 2. CLUTCH CABLE ROUTING IS NG
STATIC GAP CHECK BETWEEN COWL L SIDE AND SEAT COMP PILLION,"Gap observed between Cowl L side and seat comp pillion is more than the spec 13.6mm,which spec is 8+-2mm"
HEAD LIGHT COVER AREA RATTING NOISE,Rattling noise observed from Handle cover and Head light area
ACPE PAVE 9P SINGLE BATTERY VEHICLE GOT SUDDENLY STOPPED (MULTIPLE TIMES) DURING RUNNING ON THE PAVE TRACK ON 25TH OCT,ACPE PAVE 9P SINGLE BATTERY VEHICLE GOT SUDDENLY STOPPED (MULTIPLE TIMES) DURING RUNNING ON THE PAVE TRACK ON 25TH OCT.  FAILURES OBSERVED ON THE VEHICLE AT AROUND 90 TO 95 % SOC.  BELOW ARE THE POINTS OBSERVED DURING PAVE TESTING:- 1.VCU HARDWARE CONTROL MESSAGES GETTING STOPPED. 2.VCU ALIVE COUNTER GETTING STOPPED. 3.ABRUPT SHUTDOWN OF VEHICLE WITH DISPLAY GETTING OFF. 4.RESERVE 10 WARNINGS ACTIVE FROM THE START OF THE TEST.
CUT OBSERVED ON SECONDARY O2 SENSOR WIRE,"Secondary O2 sensor wire cut observed due to fitment of side panel screw, O2 sensor wire getting pinched between Side cover and mtg bracket in ADYC_PP1 fleet testing vehicle.  Vehicle Details:- UID:-  ADYC_4001(OBD 2 Phase B) Km:- 0 km"
REAR BRAKE LIGHT WIRE LENGTH OBSERVED EXCESS.,Rear Stop Switch wire length observed excess in ADJS_M1  Fleet testing  vehicle @ 0 km.  Vehicle details-  UID - ADJS2009 (Xtreme 125R with ETB) ODO - 0 km  Event - M1
FI AND POWER START STICKER  OPTIMIZATION,"Currently both FI and power start sticker is pasted on both Utility cover L and R, proposal is to paste one sticker at L and one sticker at R. (power start & FI sticker not avl in ebom hence taken different part code for part detail)"
RUBBING MARK OBSERVED ON STARTER RELAY CABLE,Rubbing mark observed on starter relay cable due to fouling with RH side cover mounting in ADHL_M1 fleet testing vehicle.  Vehicle Details:- UID:-  ADHL_2001(OBD 2 Phase B with E-85) Km:- 2500 km  It may lead to wire harness damage  Sample part : Frame bracket
PIPE COMP EXHAUST RED RUST OBSERVED MAJORILY,Pipe Comp Exhaust Red Rust Observed majorily
FUEL TANK TOP COVER REAR MOUNTING BOLTS (BOTH) LOOSENESS OBSERVED AFTER 46 HRS.,Fuel Tank Top Cover rear mounting bolt looseness observed after 46 Hrs out of 60 hrs Road Simulator (two Poster) Durability test.
INTERMITTENTLY RIDING MODES ARE CHANGING ITSELF FROM URBAN & DRAG MODE TO ECO MODE.,"Intermittently Riding modes are changing itself from Urban & Drag mode to Eco mode during fleet running in ACRG_4012 Fleet vehicle.  Remark- VV recommended severity is A., Issue already discussed with Coc sujit sahoo."
OIL LEAKAGE OBSERVED FROM GEAR POSITIONING SENSOR,Oil leakage observed from gear positioning sensor. Issue observed in AAKN_M1 pave testing  vehicle at 1500 km (UID - AAKN_2004).  Change details- Modified crank case assemble in vehicle for gear positioning sensor (New part) Sensor make- Multilink
TOOL APPROACH NOT AVAILABLE FOR PANNER INNER MTG DUE TO CABLES,CIT will check & review
AIR CLEANER MOUNTING AREA CRACK OBSERVED,Air cleaner mounitng broken during olt tightening (Torque Spec:- 8~12 Nm and mounting broken on 7 Nm torque)
CLUTCH CABLE OUTER SLEEVE DAMAGED,CLUTCH CABLE OUTER SLEEVE DAMAGED OBSERVED DURING HANDLE BAR ROTATION TEST AFTER 1.3 LAC CYCLE.
"VEHICLE SPEED & ENGINE RPM OBSERVED UNSTABLE WHILE CRAWLING IN 2ND, 3RD & 4TH GEARS.","Vehicle speed & engine RPM observed unstable while crawling in 2nd, 3rd & 4th gears, issue observed in ACKK FLeet endurance testing vehicle   UID: ACKK4017    Test: Fleet endurance vehicle   Vehicle Odo: 9730 km    This vehicle has been fitted with modified cut piston and updated calibration"
RADIATOR ASSEMBLY,Accessibility to radiator assembly after removal of complete body parts both front and rear. No coolant bleed/drain screw.To reduce FRT
HAZARD SWITCH WORKING HARD,Hazard switch working hard
GAP AND FITMENT ISSES,GAP AND FITMENT ISSES
COWL FRONT TOP & METER GAP UNEVEN,Cowl front top & meter gap uneven
MIL LAMP IS CONTINOUSLY ON AND WRONG GEAR INDICATION OBSERVED IN SPEEDOMETER.,"""MIL lamp is continously ON and wrong gear indication observed in Speedometer in ACRG M1 vehicle. Issue observed in ACRG_4009, ACRG_4012 & ACRG 5034 vehicle during initial observation.Issue already discussed with Coc Deepika sharma.Remark- VV recommended severity is B"""
ID TAPE COLOR IS COMMON WITH BASE MODEL,Both variants are having same ID tape color wrt its base model
RH PILLION STEP STOPING ON FOOT GUARD,RH Pillion Step Stoping On Foot Guard
BACK MIRROR ADJUSTING TORQUE FOUND LESS AFTER OPERATIONAL DURABILITY TEST,Back mirror adjusting torque found less after operational durability test  Specification - 10kgf.cm Actual result - 9.5kgf.cm
"ACCELERATION 0 - 60 OBSERVED MORE THAN SPECIFICATION, OBJECTIVE PERFORMANCE DOES NOT MEETS THE TARGET VALUE","Acceleration 0 - 60 observed more than specification, objective performance does not meets the target value (Target is 9.5 sec & achieved time is 12.04 sec) REFER report number - VV_RG_2024_11589"
CHAIN SLACKNESS UNABLE TO ADJUST TO SPECIFIED SLACKNESS 20-30MM,"Chain slackness unable to adjust to specified slackness in ADHL_M1 fleet testing vehicle.  Vehicle Details:- UID:-  ADHL_2001(OBD 2 Phase B with E-85) Km:- 8575 km  Chain length at 0 km - 1361 mm Chain length at 2500 km - 1369 mm (8 mm) Chain length at 5000 km - 1381 mm (20mm) Chain length at 7500 km - 1390 mm (29mm) Chain Length at 8575 km - 1401 mm (40mm)  Specific Chain slackness 20-30 mm Chain slackness observed 41 mm  Although Existing setup, CQA to provide detailed analysis for logical closure of PTS."
"CONTINUOSLY VEHICLE BEEP , THERMAL RUNAWAY ISSUE OBSERVED IN ONE BATTERY 9P IN ACPE M1 GRT VEHICLE AT 0 KMS","1. Continuosly vehicle beep , THERMAL RUNAWAY ISSUE observed in one battery 9P IN ACPE M1 GRT VEHICLE at 0 kms  2. both onboard and offboard charging was failed on this vehicle  UID NUMBER 6108"
RUBBING/CUT MARKS OBSERVED ON CABLE NECK WHILE INSERTING AND REMOVING THE CABLE FROM THE HOOK. THE CONTACT EDGES OF,Rubbing/cut marks observed on the USB charger cable neck while inserting and removing the cable from the hook (provided on Front Glove Box). The contact edges of the hook are sharp. (Refer image 2)
SEAT AND LUGGAGE BOX IS FOULING NEAR SEAT LOCKING AREA IN DYNAMIC TESTING,Seat and Luggage Box is fouling near seat locking area in dynamic testing
LH AND RH  PILLION FOOT REST STOPPER BROKEN,"During the pillion foot rest Strength test ,Frame brkt was broken at 60 kg"
ABNORMAL DROP IN RPM IN VN CURVE,Abnormal drop in rpm in VN Curve.Overheat mark in CVT clutch assembly.Belt is found loose @5k.
TOP BRIDGE GUIDE CLAMP FITMENT NG,ECN will be released for modified clamp.
HANDLE BAR MTG WASHER & GROMMET DAMAGED OBSERVED (VEHICLE 2),In ADJR PP1 Road simulator vehicle 2 Handle Bar mtg washer & grommet damaged observed after 37 hrs of road simulator durability test against target of 60 hrs.
WINKER INDICATORS CONTINUOUS ON WHILE VEHICLE INGTION ON,Winker indicators continuous ON while vehicle ingtion ON
"NUT CLIP FALL FROM METER PANEL DURING FITMENT, SIDE GUIDE AND ANTIROTAION LUG NOT AVAILABLE IN INNER PANEL","Nut clip fall from meter panel during fitment,   side guide and antirotaion lug not available in inner panel"
HECU CONNECTION IS IN STRESS CONNECTION.,Wire length short
LIGHT LEAKAGE FROM THE HEADLIGHT,"A noticeable headlight leakage is odserved from the body cowl.This could cause discomfort for the rider, particularly when accessing the instrument cluster."
SIGNIFICANT LAG IN THROTTLE RESPONSE OBSERVED DURING ACCELERATION IN EVERY RIDING MODE.,"Significant lag in throttle response observed during acceleration in every riding mode in the following order Eco>Urban>Drag. The drag mode also has some lag when you compare it with ACRF while Eco and urban have significant lags. Issue observed in ACRG_4011 M1 master vehicle during Drivability test. Same issue was also observed in ACRG_4012 fleet and ACRG_4009 performance vehicle.  Remark- VV recommended severity is A., Issue already discussed with aniket limje."
INTERMITTENT THROTTLE RESPONSE ZERO ISSUE,"The vehicle is experiencing stalling and intermittent throttle response problems. ( Vehicle Remaining at idle when the throttle is engaged. This issue was temporarily resolved by turning the key off and on, but it recurred after a short distance)."
